Timestamp,TimestampReceived,Ion1,Ion2,Metabolite1,Metabolite2,Notes
1773960421.2962089,1773960421.296325,29.57,59.83,2.563,2.586,Seq: 0  
1773960422.2962089,1773960422.3143702,29.58,59.51,2.571,2.594,Seq: 1  
1773960423.2962089,1773960423.320311,29.58,59.08,2.579,2.601,Seq: 2  
1773960424.2962089,1773960424.309053,29.58,58.61,2.586,2.608,Seq: 3  
1773960425.2962089,1773960425.322643,29.58,58.37,2.593,2.614,Seq: 4  
1773960426.2962089,1773960426.545628,29.58,58.37,2.599,2.619,Seq: 5  
1773960427.2962089,1773960427.535471,29.58,58.46,2.604,2.625,Seq: 6  
1773960428.2962089,1773960428.525279,29.58,58.57,2.609,2.63,Seq: 7  
1773960429.2962089,1773960429.515226,29.58,58.65,2.614,2.635,Seq: 8  
1773960430.2962089,1773960430.504638,29.58,58.76,2.619,2.639,Seq: 9  
1773960431.2962089,1773960431.4955602,29.58,58.86,2.623,2.643,Seq: 10  
1773960432.2962089,1773960432.485229,29.58,58.95,2.627,2.647,Seq: 11  
1773960433.2962089,1773960433.474728,29.58,59.06,2.631,2.651,Seq: 12  
1773960434.2962089,1773960434.464428,29.58,59.17,2.634,2.654,Seq: 13  
1773960435.2962089,1773960435.455059,29.59,59.34,2.637,2.657,Seq: 14  
1773960436.2962089,1773960436.444148,29.58,59.43,2.64,2.661,Seq: 15  
1773960437.2962089,1773960437.434482,29.58,59.54,2.643,2.664,Seq: 16  
1773960438.2962089,1773960438.424582,29.6,59.59,2.646,2.666,Seq: 17  
1773960439.2962089,1773960439.4143472,29.6,59.51,2.649,2.669,Seq: 18  
1773960440.2962089,1773960440.404572,29.59,59.28,2.652,2.672,Seq: 19  
1773960441.2962089,1773960441.8901482,29.58,59.03,2.654,2.675,Seq: 20  
1773960442.2962089,1773960442.880046,29.6,58.82,2.657,2.677,Seq: 21  
1773960443.2962089,1773960443.870157,29.59,58.61,2.66,2.679,Seq: 22  
1773960444.2962089,1773960444.8602362,29.59,58.48,2.662,2.682,Seq: 23  
1773960445.2962089,1773960445.850003,29.6,58.31,2.665,2.684,Seq: 24  
1773960446.2962089,1773960446.840022,29.61,58.13,2.667,2.686,Seq: 25  
1773960447.2962089,1773960447.829947,29.64,58.12,2.669,2.688,Seq: 26  
1773960448.2962089,1773960448.819979,29.61,58.01,2.671,2.69,Seq: 27  
1773960449.2962089,1773960449.809956,29.63,58.02,2.672,2.691,Seq: 28  
1773960450.2962089,1773960450.799886,29.64,57.99,2.674,2.693,Seq: 29  
1773960451.2962089,1773960451.789928,29.65,58.01,2.675,2.694,Seq: 30  
1773960452.2962089,1773960453.2750359,29.69,58.06,2.676,2.695,Seq: 31  
1773960453.2962089,1773960453.769795,29.72,58.08,2.677,2.696,Seq: 32  
1773960454.2962089,1773960455.254802,29.75,58.17,2.679,2.697,Seq: 33  
1773960455.2962089,1773960455.749796,29.79,58.26,2.679,2.698,Seq: 34  
1773960456.2962089,1773960456.739599,29.81,58.28,2.679,2.699,Seq: 35  
1773960457.2962089,1773960457.729826,29.84,58.25,2.68,2.699,Seq: 36  
1773960458.2962089,1773960458.719765,29.88,58.22,2.681,2.7,Seq: 37  
1773960459.2962089,1773960459.7098641,29.88,58.24,2.681,2.701,Seq: 38  
1773960460.2962089,1773960460.699748,29.92,58.27,2.683,2.702,Seq: 39  
1773960461.2962089,1773960461.6896958,29.91,58.28,2.683,2.702,Seq: 40  
1773960462.2962089,1773960462.6798759,29.93,58.39,2.683,2.703,Seq: 41  
1773960463.2962089,1773960463.669687,29.96,58.41,2.684,2.704,Seq: 42  
1773960464.2962089,1773960464.659097,29.96,58.39,2.685,2.704,Seq: 43  
1773960465.2962089,1773960465.649631,29.96,58.22,2.686,2.705,Seq: 44  
1773960466.2962089,1773960466.638866,29.97,57.93,2.686,2.706,Seq: 45  
1773960467.2962089,1773960467.629674,29.97,57.58,2.687,2.707,Seq: 46  
1773960468.2962089,1773960468.619629,29.96,57.19,2.689,2.707,Seq: 47  
1773960469.2962089,1773960469.608846,29.93,56.82,2.69,2.708,Seq: 48  
1773960470.2962089,1773960470.598816,29.93,56.47,2.691,2.709,Seq: 49  
1773960471.2962089,1773960471.589534,29.94,56.15,2.692,2.711,Seq: 50  
1773960472.2962089,1773960473.0745149,29.94,55.86,2.693,2.711,Seq: 51  
1773960473.2962089,1773960474.064461,29.93,55.55,2.695,2.712,Seq: 52  
1773960474.2962089,1773960475.054469,29.92,55.25,2.696,2.714,Seq: 53  
1773960475.2962089,1773960476.044416,29.92,54.97,2.698,2.715,Seq: 54  
1773960476.2962089,1773960477.0345201,29.9,54.72,2.698,2.715,Seq: 55  
1773960477.2962089,1773960478.024465,29.88,54.48,2.699,2.716,Seq: 56  
1773960478.2962089,1773960479.014429,29.91,54.3,2.7,2.717,Seq: 57  
1773960479.2962089,1773960480.004452,29.88,54.12,2.701,2.717,Seq: 58  
1773960480.2962089,1773960480.99434,29.88,53.92,2.701,2.717,Seq: 59  
1773960481.2962089,1773960481.9843202,29.89,53.87,2.702,2.718,Seq: 60  
1773960482.2962089,1773960482.9744081,29.89,53.94,2.702,2.718,Seq: 61  
1773960483.2962089,1773960483.9644442,29.89,54.09,2.702,2.719,Seq: 62  
1773960484.2962089,1773960484.95436,29.9,54.21,2.703,2.719,Seq: 63  
1773960485.2962089,1773960485.9442549,29.92,54.27,2.703,2.719,Seq: 64  
1773960486.2962089,1773960486.934232,29.91,54.25,2.703,2.72,Seq: 65  
1773960487.2962089,1773960487.924314,29.93,54.21,2.704,2.72,Seq: 66  
1773960488.2962089,1773960488.9141889,29.91,54.04,2.704,2.721,Seq: 67  
1773960489.2962089,1773960489.904738,29.93,53.85,2.705,2.721,Seq: 68  
1773960490.2962089,1773960490.894022,29.93,53.66,2.705,2.721,Seq: 69  
1773960491.2962089,1773960491.8841639,29.91,53.58,2.706,2.721,Seq: 70  
1773960492.2962089,1773960492.874294,29.93,53.46,2.706,2.722,Seq: 71  
1773960493.2962089,1773960493.863453,29.96,53.33,2.706,2.722,Seq: 72  
1773960494.2962089,1773960494.853455,29.93,53.27,2.706,2.722,Seq: 73  
1773960495.2962089,1773960495.843626,29.96,53.39,2.706,2.722,Seq: 74  
1773960496.2962089,1773960496.8330731,30.01,53.63,2.706,2.722,Seq: 75  
1773960497.2962089,1773960497.823831,30.03,53.91,2.706,2.722,Seq: 76  
1773960498.2962089,1773960498.81347,30.04,54.17,2.706,2.722,Seq: 77  
1773960499.2962089,1773960499.803992,30.06,54.3,2.705,2.722,Seq: 78  
1773960500.2962089,1773960500.793292,30.1,54.48,2.705,2.721,Seq: 79  
1773960501.2962089,1773960501.7835941,30.12,54.64,2.704,2.721,Seq: 80  
1773960502.2962089,1773960502.773398,30.17,54.86,2.704,2.721,Seq: 81  
1773960503.2962089,1773960503.7646651,30.17,55.21,2.703,2.72,Seq: 82  
1773960504.2962089,1773960504.753763,30.21,55.57,2.702,2.72,Seq: 83  
1773960505.2962089,1773960506.7337642,30.22,55.74,2.701,2.719,Seq: 84  
1773960506.2962089,1773960507.724008,30.25,55.8,2.701,2.718,Seq: 85  
1773960507.2962089,1773960508.218662,30.28,55.76,2.701,2.719,Seq: 86  
1773960508.2962089,1773960509.2086859,30.3,55.69,2.701,2.719,Seq: 87  
1773960509.2962089,1773960510.198822,30.33,55.55,2.7,2.718,Seq: 88  
1773960510.2962089,1773960511.1885319,30.35,55.5,2.7,2.718,Seq: 89  
1773960511.2962089,1773960512.17888,30.35,55.6,2.7,2.718,Seq: 90  
1773960512.2962089,1773960513.168809,30.38,55.85,2.699,2.718,Seq: 91  
1773960513.2962089,1773960514.158722,30.39,56.15,2.699,2.717,Seq: 92  
1773960514.2962089,1773960515.148741,30.37,56.52,2.698,2.717,Seq: 93  
1773960515.2962089,1773960516.1386929,30.39,56.74,2.698,2.716,Seq: 94  
1773960516.2962089,1773960517.128456,30.4,56.84,2.697,2.716,Seq: 95  
1773960517.2962089,1773960518.118143,30.4,56.76,2.697,2.716,Seq: 96  
1773960518.2962089,1773960519.10854,30.41,56.55,2.698,2.717,Seq: 97  
1773960519.2962089,1773960520.0980191,30.39,56.23,2.698,2.717,Seq: 98  
1773960520.2962089,1773960521.0884461,30.36,55.87,2.698,2.717,Seq: 99  
1773960521.2962089,1773960522.077903,30.4,55.5,2.699,2.717,Seq: 100  
1773960522.2962089,1773960523.068073,30.36,55.1,2.7,2.718,Seq: 101  
1773960523.2962089,1773960524.058004,30.35,54.7,2.701,2.718,Seq: 102  
1773960524.2962089,1773960525.048254,30.36,54.36,2.701,2.719,Seq: 103  
1773960525.2962089,1773960526.037936,30.33,54.06,2.702,2.719,Seq: 104  
1773960526.2962089,1773960527.027909,30.35,53.75,2.703,2.72,Seq: 105  
1773960527.2962089,1773960528.0182881,30.33,53.48,2.703,2.72,Seq: 106  
1773960528.2962089,1773960529.00814,30.31,53.24,2.704,2.721,Seq: 107  
1773960529.2962089,1773960529.997988,30.31,53.01,2.705,2.72,Seq: 108  
1773960530.2962089,1773960530.988543,30.3,52.82,2.705,2.721,Seq: 109  
1773960531.2962089,1773960531.9784389,30.3,52.61,2.705,2.721,Seq: 110  
1773960532.2962089,1773960532.968327,30.27,52.43,2.706,2.722,Seq: 111  
1773960533.2962089,1773960533.958452,30.25,52.29,2.707,2.723,Seq: 112  
1773960534.2962089,1773960534.948365,30.25,52.13,2.708,2.723,Seq: 113  
1773960535.2962089,1773960535.938391,30.22,51.94,2.707,2.723,Seq: 114  
1773960536.2962089,1773960536.928365,30.23,51.83,2.708,2.723,Seq: 115  
1773960537.2962089,1773960537.9182591,30.24,51.67,2.708,2.723,Seq: 116  
1773960538.2962089,1773960539.403264,30.21,51.6,2.708,2.723,Seq: 117  
1773960539.2962089,1773960540.393331,30.22,51.47,2.709,2.723,Seq: 118  
1773960540.2962089,1773960541.3831959,30.18,51.39,2.709,2.724,Seq: 119  
1773960541.2962089,1773960542.373218,30.18,51.28,2.709,2.724,Seq: 120  
1773960542.2962089,1773960543.363183,30.19,51.23,2.71,2.724,Seq: 121  
1773960543.2962089,1773960544.353078,30.16,51.16,2.711,2.725,Seq: 122  
1773960544.2962089,1773960545.343133,30.17,51.02,2.711,2.725,Seq: 123  
1773960545.2962089,1773960546.3331509,30.13,50.98,2.711,2.725,Seq: 124  
