unix_time_s,elapsed_s,t1,rh1,ah1,t2,rh2,ah2,diff
1772217152.2410643,16.490015506744385,25.64,60.34,14.37,25.48,65.76,15.53,-1.1600000000000001
1772217152.7844625,17.033413648605347,25.62,60.29,14.35,25.48,65.7,15.51,-1.1600000000000001
1772217153.328354,17.57730507850647,25.66,60.25,14.37,25.49,65.69,15.51,-1.1400000000000006
1772217153.8720026,18.120953798294067,25.61,60.2,14.31,25.48,65.66,15.5,-1.1899999999999995
1772217154.4162583,18.665209531784058,25.62,60.17,14.32,25.48,65.65,15.5,-1.1799999999999997
1772217154.9570003,19.20595145225525,25.6,60.13,14.29,25.46,65.61,15.47,-1.1800000000000015
1772217155.5015967,19.750547885894775,25.56,60.07,14.24,25.46,65.63,15.47,-1.2300000000000004
1772217156.0468206,20.295771837234497,25.56,60.02,14.23,25.44,65.58,15.44,-1.209999999999999
1772217156.5907931,20.839744329452515,25.55,59.96,14.21,25.45,65.59,15.45,-1.2399999999999984
1772217157.1329618,21.38191294670105,25.56,59.9,14.21,25.45,65.56,15.45,-1.2399999999999984
1772217157.6771297,21.92608094215393,25.56,59.85,14.19,25.42,65.55,15.42,-1.2300000000000004
1772217158.2213962,22.47034740447998,25.52,59.8,14.15,25.4,65.53,15.4,-1.25
1772217158.7659106,23.014861822128296,25.56,59.75,14.17,25.42,65.49,15.41,-1.2400000000000002
1772217159.3078258,23.556777000427246,25.54,59.71,14.14,25.4,65.47,15.39,-1.25
1772217159.8523498,24.101300954818726,25.51,59.63,14.1,25.4,65.47,15.38,-1.2800000000000011
1772217160.3970711,24.6460223197937,25.52,59.6,14.1,25.39,65.44,15.37,-1.2699999999999996
1772217160.93902,25.187971115112305,25.49,59.54,14.06,25.37,65.4,15.34,-1.2799999999999994
1772217161.4816542,25.730605363845825,25.52,59.55,14.09,25.35,65.41,15.32,-1.2300000000000004
1772217162.0266027,26.275553941726685,25.49,59.5,14.05,25.33,65.4,15.31,-1.2599999999999998
1772217162.5708556,26.819806814193726,25.48,59.44,14.03,25.29,65.39,15.27,-1.2400000000000002
1772217163.1130643,27.36201548576355,25.47,59.46,14.03,25.31,65.38,15.28,-1.25
1772217163.6572332,27.906184434890747,25.46,59.43,14.02,25.29,65.36,15.26,-1.2400000000000002
1772217164.2016652,28.450616359710693,25.43,59.4,13.99,25.28,65.37,15.26,-1.2699999999999996
1772217164.7458286,28.99477982521057,25.42,59.33,13.96,25.27,65.34,15.25,-1.2899999999999991
1772217165.2875018,29.536453008651733,25.43,59.3,13.96,25.27,65.3,15.24,-1.2799999999999994
1772217165.8314586,30.08040976524353,25.46,59.27,13.97,25.26,65.26,15.22,-1.25
1772217166.3765018,30.625452995300293,25.43,59.2,13.94,25.24,65.2,15.18,-1.2400000000000002
1772217166.919157,31.168108224868774,25.42,59.2,13.93,25.22,65.22,15.17,-1.2400000000000002
1772217167.4622662,31.711217403411865,25.4,59.12,13.9,25.25,65.18,15.19,-1.2899999999999991
1772217168.0070865,32.25603771209717,25.38,59.09,13.87,25.24,65.16,15.18,-1.3100000000000005
1772217168.5523582,32.80130934715271,25.38,59.07,13.87,25.22,65.14,15.15,-1.2800000000000011
1772217169.0921066,33.341057777404785,25.4,59.08,13.88,25.24,65.11,15.16,-1.2799999999999994
1772217169.637806,33.886757135391235,25.38,59.04,13.86,25.22,65.1,15.15,-1.290000000000001
1772217170.181965,34.43091630935669,25.36,58.99,13.83,25.21,65.07,15.13,-1.3000000000000007
1772217170.7262156,34.97516679763794,25.36,58.96,13.82,25.17,65.03,15.09,-1.2699999999999996
1772217171.2679617,35.51691293716431,25.35,58.93,13.81,25.19,65.01,15.1,-1.2899999999999991
1772217171.8129437,36.06189489364624,25.35,58.87,13.8,25.16,64.96,15.06,-1.2599999999999998
1772217172.3562238,36.60517501831055,25.35,58.88,13.8,25.19,64.96,15.09,-1.2899999999999991
1772217172.8984616,37.14741277694702,25.33,58.87,13.78,25.14,64.94,15.04,-1.2599999999999998
1772217173.441966,37.69091725349426,25.32,58.85,13.77,25.13,64.92,15.02,-1.25
1772217173.9871209,38.236072063446045,25.31,58.88,13.77,25.18,64.93,15.07,-1.3000000000000007
1772217174.5313866,38.78033781051636,25.34,58.89,13.79,25.11,64.93,15.02,-1.2300000000000004
1772217175.0735695,39.32252073287964,25.31,58.88,13.77,25.12,64.9,15.02,-1.25
1772217175.617246,39.86619710922241,25.28,58.87,13.74,25.12,64.91,15.02,-1.2799999999999994
1772217176.1622655,40.411216735839844,25.34,58.9,13.79,25.11,64.91,15.01,-1.2200000000000006
1772217176.7063282,40.95527935028076,25.29,58.87,13.75,25.07,64.87,14.96,-1.2100000000000009
1772217177.24745,41.49640130996704,25.32,58.89,13.78,25.08,64.92,14.99,-1.2100000000000009
1772217177.7923374,42.04128861427307,25.27,58.85,13.73,25.07,64.87,14.96,-1.2300000000000004
1772217178.3376474,42.58659863471985,25.28,58.86,13.74,25.06,64.86,14.96,-1.2200000000000006
1772217178.8813975,43.130348682403564,25.28,58.85,13.74,25.07,64.89,14.97,-1.2300000000000004
1772217179.4239132,43.67286443710327,25.25,58.83,13.71,25.05,64.86,14.95,-1.2399999999999984
1772217179.9666998,44.21565103530884,25.27,58.86,13.73,25.08,64.85,14.97,-1.2400000000000002
1772217180.5112884,44.760239601135254,25.26,58.89,13.73,25.0,64.81,14.9,-1.17
1772217181.0534873,45.302438497543335,25.26,58.88,13.73,25.02,64.79,14.9,-1.17
1772217181.596978,45.84592914581299,25.25,58.85,13.72,25.01,64.78,14.9,-1.1799999999999997
1772217182.1419072,46.39085841178894,25.24,58.83,13.7,24.99,64.76,14.88,-1.1800000000000015
1772217182.6860802,46.93503141403198,25.24,58.79,13.69,24.99,64.74,14.86,-1.17
1772217183.2282088,47.47715997695923,25.24,58.77,13.69,24.97,64.72,14.85,-1.1600000000000001
1772217183.7722445,48.02119565010071,25.24,58.74,13.68,24.97,64.72,14.85,-1.17
1772217184.3171382,48.566089391708374,25.23,58.71,13.66,24.98,64.67,14.84,-1.1799999999999997
1772217184.86115,49.11010122299194,25.2,58.68,13.64,24.96,64.65,14.82,-1.1799999999999997
1772217185.4032052,49.652156352996826,25.23,58.62,13.65,24.95,64.65,14.82,-1.17
1772217185.946725,50.19567608833313,25.23,58.59,13.64,24.97,64.61,14.82,-1.1799999999999997
1772217186.4919982,50.740949392318726,25.21,58.57,13.62,24.96,64.62,14.82,-1.200000000000001
1772217187.0325518,51.28150296211243,25.22,58.54,13.62,24.96,64.6,14.81,-1.1900000000000013
1772217187.5776374,51.82658863067627,25.18,58.52,13.59,24.97,64.6,14.82,-1.2300000000000004
1772217188.122936,52.37188720703125,25.23,58.54,13.63,24.95,64.6,14.8,-1.17
1772217188.666949,52.915900230407715,25.16,58.52,13.57,24.96,64.57,14.8,-1.2300000000000004
1772217189.2079532,53.45690441131592,25.16,58.49,13.56,24.94,64.54,14.78,-1.2199999999999989
1772217189.7524478,54.00139904022217,25.16,58.42,13.55,24.95,64.52,14.78,-1.2299999999999986
1772217190.2969005,54.545851707458496,25.18,58.41,13.55,24.92,64.48,14.75,-1.1999999999999993
1772217190.8411934,55.090144634246826,25.15,58.37,13.53,24.93,64.47,14.76,-1.2300000000000004
1772217191.3839626,55.63291382789612,25.15,58.38,13.53,24.9,64.47,14.73,-1.200000000000001
1772217191.9277265,56.17667770385742,25.16,58.34,13.53,24.93,64.45,14.75,-1.2200000000000006
1772217192.4714448,56.72039604187012,25.11,58.32,13.48,24.91,64.42,14.73,-1.25
1772217193.0168376,57.26578879356384,25.14,58.29,13.5,24.89,64.42,14.71,-1.2100000000000009
1772217193.5578752,57.80682635307312,25.12,58.26,13.48,24.88,64.4,14.7,-1.2199999999999989
1772217194.1023877,58.3513388633728,25.11,58.24,13.46,24.89,64.35,14.69,-1.2299999999999986
1772217194.6463437,58.89529490470886,25.12,58.22,13.47,24.89,64.34,14.69,-1.2199999999999989
1772217195.1884093,59.437360525131226,25.13,58.21,13.47,24.86,64.32,14.67,-1.1999999999999993
1772217195.7336972,59.98264837265015,25.11,58.2,13.46,24.87,64.31,14.67,-1.209999999999999
1772217196.2765143,60.52546548843384,25.08,58.19,13.43,24.86,64.3,14.66,-1.2300000000000004
1772217196.8219259,61.07087707519531,25.09,58.18,13.44,24.87,64.3,14.66,-1.2200000000000006
1772217197.36303,61.61198115348816,25.08,58.17,13.43,24.82,64.29,14.62,-1.1899999999999995
1772217197.9072852,62.15623641014099,25.07,58.17,13.42,24.84,64.24,14.63,-1.2100000000000009
1772217198.4514706,62.70042181015015,25.05,58.17,13.41,24.84,64.22,14.62,-1.209999999999999
1772217198.9962604,63.245211601257324,25.04,58.17,13.39,24.8,64.22,14.59,-1.1999999999999993
1772217199.5373433,63.78629446029663,25.07,58.14,13.41,24.8,64.17,14.58,-1.17
1772217200.0826502,64.33160138130188,25.08,58.16,13.42,24.79,64.19,14.58,-1.1600000000000001
1772217200.6265883,64.8755395412445,25.05,58.19,13.41,24.78,64.18,14.56,-1.1500000000000004
1772217201.1682103,65.41716146469116,25.03,58.17,13.39,24.79,64.17,14.57,-1.1799999999999997
1772217201.712972,65.961923122406,25.04,58.18,13.4,24.79,64.16,14.57,-1.17
1772217202.2570906,66.50604176521301,25.02,58.17,13.38,24.74,64.13,14.52,-1.1399999999999988
1772217202.8015447,67.05049586296082,25.04,58.14,13.39,24.78,64.14,14.56,-1.17
1772217203.342893,67.59184408187866,25.03,58.11,13.38,24.73,64.13,14.51,-1.129999999999999
1772217203.8877218,68.13667297363281,25.04,58.1,13.38,24.74,64.09,14.51,-1.129999999999999
1772217204.432546,68.68149709701538,25.01,58.12,13.37,24.73,64.07,14.5,-1.1300000000000008
1772217204.9762588,69.22520995140076,25.01,58.12,13.37,24.73,64.05,14.49,-1.120000000000001
1772217205.5175865,69.7665376663208,25.0,58.13,13.36,24.75,64.06,14.51,-1.1500000000000004
1772217206.062485,70.31143617630005,24.96,58.14,13.33,24.73,64.05,14.49,-1.1600000000000001
1772217206.60665,70.85560131072998,25.01,58.15,13.37,24.73,64.02,14.49,-1.120000000000001
1772217207.1511188,71.40006995201111,24.95,58.1,13.31,24.73,64.03,14.49,-1.1799999999999997
1772217207.6926987,71.94164991378784,24.99,58.09,13.34,24.7,63.98,14.46,-1.120000000000001
1772217208.2375486,72.48649978637695,24.96,58.08,13.32,24.68,64.0,14.44,-1.1199999999999992
1772217208.7813418,73.03029298782349,24.96,58.07,13.32,24.7,63.97,14.46,-1.1400000000000006
1772217209.3242686,73.57321977615356,24.96,58.06,13.31,24.7,64.0,14.46,-1.1500000000000004
1772217209.8684764,74.11742758750916,24.96,58.06,13.31,24.71,63.98,14.46,-1.1500000000000004
1772217210.4119155,74.66086673736572,24.96,58.08,13.32,24.7,63.98,14.45,-1.129999999999999
1772217210.9563692,75.20532035827637,24.92,58.1,13.29,24.68,63.98,14.44,-1.1500000000000004
1772217211.497951,75.74690222740173,24.95,58.14,13.32,24.67,63.89,14.41,-1.0899999999999999
1772217212.0423517,76.29130291938782,24.91,58.15,13.29,24.65,63.86,14.39,-1.1000000000000014
1772217212.5875766,76.83652782440186,24.9,58.12,13.28,24.67,63.89,14.41,-1.1300000000000008
1772217213.1311204,77.38007164001465,24.89,58.15,13.28,24.66,63.87,14.4,-1.120000000000001
1772217213.672896,77.92184710502625,24.88,58.14,13.27,24.67,63.83,14.4,-1.1300000000000008
1772217214.2172325,78.46618366241455,24.88,58.12,13.26,24.65,63.86,14.38,-1.120000000000001
1772217214.7626846,79.01163578033447,24.9,58.09,13.28,24.64,63.83,14.37,-1.0899999999999999
1772217215.3044577,79.55340886116028,24.87,58.09,13.25,24.63,63.82,14.36,-1.1099999999999994
1772217215.8476012,80.09655237197876,24.87,58.1,13.25,24.64,63.84,14.38,-1.1300000000000008
1772217216.392513,80.64146423339844,24.89,58.08,13.26,24.65,63.82,14.38,-1.120000000000001
1772217216.9369497,81.18590092658997,24.87,58.06,13.25,24.6,63.8,14.34,-1.0899999999999999
1772217217.4774568,81.72640800476074,24.87,58.04,13.24,24.64,63.8,14.37,-1.129999999999999
1772217218.0222387,82.27118992805481,24.86,58.02,13.23,24.62,63.81,14.35,-1.1199999999999992
1772217218.5670557,82.81600689888,24.86,58.0,13.22,24.6,63.76,14.32,-1.0999999999999996
1772217219.111413,83.36036419868469,24.83,57.98,13.19,24.59,63.77,14.31,-1.120000000000001
1772217219.6524363,83.90138745307922,24.83,57.91,13.18,24.6,63.74,14.32,-1.1400000000000006
1772217220.1974835,84.44643473625183,24.85,57.93,13.2,24.58,63.72,14.3,-1.1000000000000014
1772217220.74158,84.99053120613098,24.81,57.92,13.17,24.58,63.72,14.3,-1.1300000000000008
1772217221.2862399,85.53519105911255,24.81,57.9,13.16,24.54,63.68,14.26,-1.0999999999999996
1772217221.8273256,86.0762767791748,24.83,57.9,13.18,24.59,63.67,14.29,-1.1099999999999994
1772217222.3718905,86.62084174156189,24.82,57.88,13.17,24.55,63.68,14.27,-1.0999999999999996
1772217222.9165611,87.16551232337952,24.83,57.86,13.17,24.5,63.64,14.22,-1.0500000000000007
1772217223.458611,87.70756220817566,24.83,57.85,13.17,24.51,63.62,14.22,-1.0500000000000007
1772217224.0031962,88.25214743614197,24.82,57.82,13.15,24.53,63.6,14.23,-1.08
1772217224.5467927,88.79574394226074,24.81,57.83,13.15,24.52,63.59,14.22,-1.0700000000000003
1772217225.0913565,89.34030771255493,24.83,57.82,13.16,24.55,63.55,14.24,-1.08
1772217225.6343005,89.8832516670227,24.82,57.82,13.15,24.52,63.54,14.21,-1.0600000000000005
1772217226.177519,90.4264702796936,24.8,57.78,13.13,24.54,63.49,14.21,-1.08
1772217226.721808,90.97075915336609,24.81,57.81,13.14,24.53,63.5,14.21,-1.0700000000000003
1772217227.2664955,91.51544666290283,24.79,57.8,13.13,24.52,63.5,14.2,-1.0699999999999985
1772217227.807977,92.0569281578064,24.8,57.8,13.13,24.51,63.52,14.2,-1.0699999999999985
1772217228.3530228,92.60197401046753,24.79,57.79,13.12,24.5,63.51,14.19,-1.0700000000000003
1772217228.896546,93.14549708366394,24.8,57.81,13.14,24.47,63.49,14.16,-1.0199999999999996
1772217229.4377925,93.68674373626709,24.8,57.79,13.13,24.48,63.5,14.17,-1.0399999999999991
1772217229.9822617,94.23121285438538,24.8,57.79,13.13,24.5,63.51,14.19,-1.0599999999999987
1772217230.5268357,94.77578687667847,24.79,57.75,13.11,24.49,63.5,14.18,-1.0700000000000003
1772217231.0714967,95.32044792175293,24.78,57.77,13.11,24.48,63.48,14.16,-1.0500000000000007
1772217231.6136873,95.86263847351074,24.79,57.74,13.11,24.48,63.47,14.16,-1.0500000000000007
1772217232.158735,96.40768623352051,24.75,57.69,13.07,24.46,63.46,14.15,-1.08
1772217232.702222,96.95117330551147,24.78,57.69,13.09,24.47,63.46,14.15,-1.0600000000000005
1772217233.2466342,97.49558544158936,24.77,57.68,13.08,24.47,63.45,14.15,-1.0700000000000003
1772217233.7890952,98.03804636001587,24.77,57.68,13.09,24.46,63.45,14.15,-1.0600000000000005
1772217234.3328116,98.58176279067993,24.76,57.66,13.07,24.46,63.48,14.15,-1.08
1772217234.8765972,99.12554836273193,24.76,57.68,13.07,24.45,63.46,14.14,-1.0700000000000003
1772217235.4214926,99.67044377326965,24.76,57.67,13.07,24.45,63.46,14.14,-1.0700000000000003
1772217235.9632556,100.21220684051514,24.77,57.66,13.08,24.44,63.44,14.12,-1.0399999999999991
1772217236.507136,100.75608730316162,24.74,57.62,13.05,24.46,63.45,14.15,-1.0999999999999996
1772217237.0518687,101.30081987380981,24.73,57.64,13.04,24.44,63.42,14.12,-1.08
1772217237.5936234,101.84257459640503,24.76,57.63,13.06,24.45,63.44,14.13,-1.0700000000000003
1772217238.1372101,102.38616132736206,24.73,57.62,13.04,24.44,63.42,14.12,-1.08
1772217238.6823,102.93125128746033,24.74,57.61,13.04,24.43,63.42,14.11,-1.0700000000000003
1772217239.2275054,103.47645664215088,24.73,57.59,13.04,24.44,63.42,14.12,-1.08
1772217239.7689297,104.01788091659546,24.71,57.59,13.02,24.42,63.4,14.1,-1.08
1772217240.313029,104.56198024749756,24.73,57.58,13.03,24.43,63.4,14.11,-1.08
1772217240.8571208,105.10607194900513,24.7,57.55,13.0,24.42,63.38,14.09,-1.0899999999999999
1772217241.4013004,105.65025162696838,24.69,57.56,13.0,24.43,63.39,14.11,-1.1099999999999994
1772217241.9425075,106.1914587020874,24.69,57.54,12.99,24.42,63.38,14.1,-1.1099999999999994
1772217242.487487,106.73643827438354,24.71,57.54,13.01,24.41,63.39,14.09,-1.08
1772217243.031648,107.28059911727905,24.7,57.54,13.0,24.42,63.37,14.1,-1.0999999999999996
1772217243.5765643,107.82551550865173,24.66,57.54,12.97,24.41,63.35,14.08,-1.1099999999999994
1772217244.1187856,108.36773681640625,24.68,57.53,12.99,24.42,63.36,14.09,-1.0999999999999996
1772217244.6628778,108.91182899475098,24.71,57.57,13.02,24.4,63.32,14.07,-1.0500000000000007
1772217245.206912,109.45586323738098,24.63,57.58,12.95,24.39,63.31,14.05,-1.1000000000000014
1772217245.7486951,109.99764633178711,24.66,57.6,12.99,24.41,63.27,14.06,-1.0700000000000003
1772217246.2932901,110.54224133491516,24.65,57.62,12.98,24.39,63.25,14.04,-1.0599999999999987
1772217246.8373702,111.08632135391235,24.65,57.65,12.99,24.41,63.22,14.05,-1.0600000000000005
1772217247.3814173,111.63036847114563,24.62,57.63,12.96,24.37,63.2,14.02,-1.0599999999999987
1772217247.9248123,112.17376351356506,24.62,57.62,12.96,24.4,63.25,14.05,-1.0899999999999999
1772217248.4735086,112.72245979309082,24.61,57.6,12.95,24.36,63.22,14.01,-1.0600000000000005
1772217249.0126877,113.261638879776,24.64,57.59,12.97,24.36,63.22,14.01,-1.0399999999999991
1772217249.5563855,113.8053367137909,24.61,57.59,12.95,24.36,63.21,14.01,-1.0600000000000005
1772217250.0983157,114.34726691246033,24.62,57.6,12.95,24.34,63.22,14.0,-1.0500000000000007
1772217250.6427877,114.89173889160156,24.6,57.59,12.94,24.37,63.2,14.02,-1.08
1772217251.1877072,115.43665838241577,24.6,57.59,12.94,24.36,63.22,14.01,-1.0700000000000003
1772217251.7278278,115.97677898406982,24.6,57.6,12.94,24.36,63.22,14.01,-1.0700000000000003
1772217252.2738378,116.52278900146484,24.6,57.57,12.94,24.36,63.2,14.01,-1.0700000000000003
1772217252.816995,117.06594610214233,24.58,57.58,12.92,24.31,63.2,13.97,-1.0500000000000007
1772217253.362326,117.61127710342407,24.58,57.56,12.92,24.36,63.19,14.01,-1.0899999999999999
1772217253.9049351,118.15388631820679,24.57,57.55,12.91,24.35,63.18,14.0,-1.0899999999999999
1772217254.4489968,118.69794797897339,24.57,57.52,12.9,24.33,63.18,13.98,-1.08
1772217254.991778,119.24072909355164,24.58,57.52,12.91,24.32,63.18,13.97,-1.0600000000000005
1772217255.5366359,119.78558707237244,24.58,57.53,12.91,24.34,63.18,13.99,-1.08
1772217256.078565,120.32751607894897,24.55,57.52,12.89,24.32,63.17,13.97,-1.08
1772217256.6227834,120.87173461914062,24.55,57.51,12.89,24.29,63.16,13.94,-1.049999999999999
1772217257.1674492,121.41640043258667,24.52,57.5,12.86,24.33,63.16,13.98,-1.120000000000001
1772217257.711482,121.9604332447052,24.55,57.51,12.88,24.29,63.18,13.95,-1.0699999999999985
1772217258.2524734,122.50142455101013,24.52,57.52,12.86,24.32,63.15,13.96,-1.1000000000000014
1772217258.7977955,123.04674673080444,24.56,57.54,12.9,24.29,63.13,13.93,-1.0299999999999994
1772217259.3425052,123.59145641326904,24.55,57.53,12.89,24.32,63.13,13.96,-1.0700000000000003
1772217259.8839967,124.13294792175293,24.53,57.54,12.88,24.29,63.09,13.92,-1.0399999999999991
1772217260.4275658,124.67651700973511,24.51,57.54,12.86,24.26,63.11,13.91,-1.0500000000000007
1772217260.9724133,125.22136449813843,24.53,57.53,12.87,24.29,63.12,13.93,-1.0600000000000005
1772217261.5166945,125.76564574241638,24.53,57.52,12.87,24.25,63.11,13.9,-1.0300000000000011
1772217262.059371,126.3083221912384,24.5,57.51,12.85,24.26,63.1,13.91,-1.0600000000000005
1772217262.6028965,126.8518476486206,24.52,57.5,12.86,24.23,63.09,13.88,-1.0200000000000014
1772217263.1475112,127.39646244049072,24.51,57.51,12.85,24.27,63.09,13.91,-1.0600000000000005
1772217263.691388,127.94033908843994,24.52,57.5,12.86,24.26,63.11,13.91,-1.0500000000000007
1772217264.234529,128.48348021507263,24.51,57.49,12.85,24.24,63.09,13.89,-1.040000000000001
1772217264.7780106,129.02696180343628,24.53,57.5,12.87,24.26,63.08,13.9,-1.0300000000000011
1772217265.321709,129.57066011428833,24.53,57.49,12.87,24.24,63.07,13.88,-1.0100000000000016
1772217265.8662477,130.1151988506317,24.53,57.51,12.87,24.24,63.09,13.88,-1.0100000000000016
1772217266.408811,130.65776228904724,24.49,57.51,12.84,24.25,63.06,13.89,-1.0500000000000007
1772217266.9521203,131.2010715007782,24.45,57.52,12.81,24.21,63.05,13.86,-1.049999999999999
1772217267.4972718,131.74622297286987,24.46,57.52,12.82,24.23,63.02,13.86,-1.0399999999999991
1772217268.038403,132.28735423088074,24.46,57.54,12.82,24.23,62.99,13.86,-1.0399999999999991
1772217268.5823452,132.8312964439392,24.48,57.55,12.84,24.21,62.98,13.84,-1.0
1772217269.1269805,133.37593173980713,24.45,57.56,12.82,24.2,62.98,13.83,-1.0099999999999998
1772217269.6720555,133.9210066795349,24.48,57.56,12.84,24.21,62.96,13.84,-1.0
1772217270.212754,134.4617052078247,24.44,57.56,12.82,24.21,62.94,13.83,-1.0099999999999998
1772217270.7585268,135.00747799873352,24.45,57.56,12.82,24.2,62.98,13.83,-1.0099999999999998
1772217271.3019786,135.55092978477478,24.44,57.55,12.81,24.18,62.96,13.81,-1.0
1772217271.8466299,136.0955810546875,24.48,57.58,12.84,24.21,62.98,13.84,-1.0
1772217272.3895254,136.63847661018372,24.43,57.52,12.8,24.21,62.97,13.84,-1.0399999999999991
1772217272.9331648,137.18211603164673,24.46,57.56,12.83,24.18,62.95,13.81,-0.9800000000000004
1772217273.477125,137.72607612609863,24.43,57.54,12.8,24.2,62.97,13.83,-1.0299999999999994
1772217274.0188375,138.26778864860535,24.42,57.53,12.8,24.19,62.97,13.82,-1.0199999999999996
1772217274.562769,138.81172013282776,24.42,57.52,12.79,24.2,62.97,13.83,-1.040000000000001
1772217275.107563,139.35651421546936,24.4,57.54,12.78,24.18,62.95,13.81,-1.0300000000000011
1772217275.6518984,139.90084958076477,24.4,57.51,12.78,24.2,62.99,13.84,-1.0600000000000005
1772217276.19329,140.442241191864,24.39,57.53,12.77,24.23,62.99,13.86,-1.0899999999999999
1772217276.738645,140.98759627342224,24.43,57.51,12.8,24.19,62.97,13.83,-1.0299999999999994
1772217277.2822053,141.531156539917,24.4,57.5,12.77,24.16,62.97,13.8,-1.0300000000000011
1772217277.8265815,142.07553267478943,24.41,57.48,12.78,24.16,62.97,13.8,-1.0200000000000014
1772217278.3679345,142.61688566207886,24.43,57.47,12.79,24.17,62.95,13.8,-1.0100000000000016
1772217278.9122188,143.16117000579834,24.4,57.46,12.76,24.17,62.98,13.81,-1.0500000000000007
1772217279.4575477,143.70649886131287,24.38,57.46,12.75,24.16,62.96,13.8,-1.0500000000000007
1772217280.001585,144.2505362033844,24.4,57.43,12.75,24.15,62.97,13.79,-1.0399999999999991
1772217280.543576,144.7925271987915,24.4,57.46,12.77,24.13,62.95,13.77,-1.0
1772217281.0879352,145.33688640594482,24.35,57.43,12.72,24.14,62.96,13.78,-1.0599999999999987
1772217281.6318665,145.88081765174866,24.36,57.44,12.73,24.12,62.95,13.76,-1.0299999999999994
1772217282.1728876,146.42183876037598,24.41,57.44,12.77,24.14,62.95,13.78,-1.0099999999999998
1772217282.7181423,146.9670934677124,24.38,57.44,12.74,24.12,62.97,13.77,-1.0299999999999994
1772217283.2623947,147.51134586334229,24.39,57.44,12.75,24.09,62.96,13.74,-0.9900000000000002
1772217283.8066797,148.0556309223175,24.36,57.45,12.73,24.11,62.95,13.75,-1.0199999999999996
1772217284.3492005,148.59815168380737,24.37,57.44,12.74,24.12,62.95,13.76,-1.0199999999999996
1772217284.893622,149.14257311820984,24.4,57.43,12.75,24.06,62.94,13.72,-0.9700000000000006
1772217285.437045,149.6859962940216,24.37,57.44,12.74,24.08,62.97,13.74,-1.0
