Timestamp,TimestampReceived,Ion1,Ion2,Metabolite1,Metabolite2,Notes
1773439938.526474,1773439938.526489,27.56,51.85,2.478,2.49,Seq: 0  
1773439939.526474,1773439939.501371,27.61,51.79,2.486,2.498,Seq: 1  
1773439940.526474,1773439940.513665,27.61,51.78,2.493,2.504,Seq: 2  
1773439941.526474,1773439941.526355,27.61,51.71,2.499,2.51,Seq: 3  
1773439942.526474,1773439942.538732,27.65,51.7,2.505,2.516,Seq: 4  
1773439943.526474,1773439943.8061562,27.67,51.69,2.511,2.521,Seq: 5  
1773439944.526474,1773439944.7967901,27.7,51.68,2.515,2.526,Seq: 6  
1773439945.526474,1773439945.786365,27.71,51.69,2.519,2.529,Seq: 7  
1773439946.526474,1773439946.775727,27.71,51.71,2.523,2.534,Seq: 8  
1773439947.526474,1773439947.765921,27.71,51.67,2.528,2.538,Seq: 9  
1773439948.526474,1773439948.755899,27.74,51.69,2.532,2.543,Seq: 10  
1773439949.526474,1773439949.74597,27.75,51.71,2.536,2.546,Seq: 11  
1773439950.526474,1773439950.735969,27.78,51.69,2.539,2.55,Seq: 12  
1773439951.526474,1773439951.7258859,27.82,51.71,2.544,2.554,Seq: 13  
1773439952.526474,1773439952.715744,27.85,51.69,2.547,2.557,Seq: 14  
1773439953.526474,1773439953.705494,27.86,51.65,2.55,2.561,Seq: 15  
1773439954.526474,1773439954.6954,27.88,51.54,2.553,2.564,Seq: 16  
1773439955.526474,1773439955.6856031,27.89,51.43,2.557,2.567,Seq: 17  
1773439956.526474,1773439956.675346,27.91,51.27,2.56,2.57,Seq: 18  
1773439957.526474,1773439957.6653771,27.92,51.11,2.563,2.572,Seq: 19  
1773439958.526474,1773439958.655309,27.95,51.03,2.565,2.574,Seq: 20  
1773439959.526474,1773439960.1399999,28.0,50.98,2.566,2.576,Seq: 21  
1773439960.526474,1773439961.130244,28.04,50.97,2.568,2.578,Seq: 22  
1773439961.526474,1773439962.11995,28.15,51.04,2.57,2.58,Seq: 23  
1773439962.526474,1773439963.110187,28.25,51.15,2.571,2.581,Seq: 24  
1773439963.526474,1773439964.1000772,28.29,51.32,2.572,2.582,Seq: 25  
1773439964.526474,1773439965.09089,28.32,51.47,2.572,2.583,Seq: 26  
1773439965.526474,1773439966.079807,28.34,51.62,2.573,2.584,Seq: 27  
1773439966.526474,1773439967.069923,28.34,51.79,2.574,2.585,Seq: 28  
1773439967.526474,1773439968.060069,28.35,51.91,2.575,2.586,Seq: 29  
1773439968.526474,1773439969.049831,28.35,51.96,2.577,2.588,Seq: 30  
1773439969.526474,1773439970.0398111,28.37,51.97,2.578,2.589,Seq: 31  
1773439970.526474,1773439971.0297542,28.34,51.92,2.579,2.59,Seq: 32  
1773439971.526474,1773439972.020077,28.34,51.79,2.581,2.592,Seq: 33  
1773439972.526474,1773439973.010189,28.33,51.65,2.583,2.594,Seq: 34  
1773439973.526474,1773439973.999424,28.33,51.47,2.584,2.595,Seq: 35  
1773439974.526474,1773439974.9895191,28.32,51.29,2.586,2.596,Seq: 36  
1773439975.526474,1773439975.9795609,28.33,51.1,2.587,2.597,Seq: 37  
1773439976.526474,1773439976.969283,28.32,50.91,2.589,2.599,Seq: 38  
1773439977.526474,1773439977.959409,28.31,50.69,2.59,2.6,Seq: 39  
1773439978.526474,1773439978.949353,28.31,50.5,2.592,2.602,Seq: 40  
1773439979.526474,1773439979.939283,28.32,50.29,2.593,2.602,Seq: 41  
1773439980.526474,1773439980.92914,28.28,50.1,2.594,2.603,Seq: 42  
1773439981.526474,1773439981.919239,28.3,49.98,2.594,2.603,Seq: 43  
1773439982.526474,1773439982.9089909,28.31,49.93,2.595,2.604,Seq: 44  
1773439983.526474,1773439983.899013,28.33,49.83,2.596,2.604,Seq: 45  
1773439984.526474,1773439984.888876,28.33,49.75,2.596,2.604,Seq: 46  
1773439985.526474,1773439985.878553,28.34,49.7,2.596,2.605,Seq: 47  
1773439986.526474,1773439986.868576,28.36,49.67,2.596,2.605,Seq: 48  
1773439987.526474,1773439988.353835,28.36,49.66,2.596,2.605,Seq: 49  
1773439988.526474,1773439989.343789,28.36,49.65,2.597,2.606,Seq: 50  
1773439989.526474,1773439990.333719,28.37,49.57,2.597,2.606,Seq: 51  
1773439990.526474,1773439991.323708,28.37,49.55,2.598,2.607,Seq: 52  
1773439991.526474,1773439992.313559,28.36,49.5,2.599,2.608,Seq: 53  
1773439992.526474,1773439993.3034968,28.34,49.35,2.6,2.608,Seq: 54  
1773439993.526474,1773439994.293202,28.31,49.24,2.6,2.609,Seq: 55  
1773439994.526474,1773439995.283566,28.29,49.12,2.601,2.609,Seq: 56  
1773439995.526474,1773439996.273264,28.3,49.05,2.602,2.61,Seq: 57  
1773439996.526474,1773439997.26335,28.29,49.06,2.602,2.609,Seq: 58  
1773439997.526474,1773439998.253306,28.25,49.09,2.602,2.609,Seq: 59  
1773439998.526474,1773439999.243247,28.25,49.06,2.602,2.61,Seq: 60  
1773439999.526474,1773440000.233262,28.23,49.01,2.603,2.611,Seq: 61  
1773440000.526474,1773440001.223186,28.26,48.93,2.603,2.611,Seq: 62  
1773440001.526474,1773440002.213193,28.25,48.84,2.604,2.612,Seq: 63  
1773440002.526474,1773440003.203013,28.24,48.84,2.604,2.612,Seq: 64  
1773440003.526474,1773440004.193527,28.24,48.89,2.604,2.612,Seq: 65  
1773440004.526474,1773440005.182955,28.23,49.0,2.604,2.612,Seq: 66  
1773440005.526474,1773440006.172811,28.2,49.06,2.605,2.612,Seq: 67  
1773440006.526474,1773440007.162952,28.18,49.19,2.605,2.613,Seq: 68  
1773440007.526474,1773440008.152576,28.16,49.21,2.605,2.613,Seq: 69  
1773440008.526474,1773440009.1422749,28.18,49.19,2.606,2.614,Seq: 70  
1773440009.526474,1773440010.1327481,28.18,49.16,2.606,2.614,Seq: 71  
1773440010.526474,1773440011.122633,28.13,49.11,2.607,2.615,Seq: 72  
1773440011.526474,1773440012.1126409,28.15,49.1,2.607,2.615,Seq: 73  
1773440012.526474,1773440013.102592,28.14,48.99,2.608,2.616,Seq: 74  
1773440013.526474,1773440014.092527,28.15,48.92,2.608,2.616,Seq: 75  
1773440014.526474,1773440015.5774698,28.12,48.84,2.609,2.616,Seq: 76  
1773440015.526474,1773440016.567261,28.13,48.75,2.609,2.617,Seq: 77  
1773440016.526474,1773440017.557334,28.11,48.67,2.61,2.617,Seq: 78  
1773440017.526474,1773440018.547303,28.11,48.57,2.61,2.617,Seq: 79  
1773440018.526474,1773440019.5373058,28.1,48.46,2.61,2.617,Seq: 80  
1773440019.526474,1773440020.52722,28.09,48.38,2.61,2.617,Seq: 81  
1773440020.526474,1773440021.5170798,28.07,48.28,2.61,2.617,Seq: 82  
1773440021.526474,1773440022.507103,28.06,48.21,2.61,2.617,Seq: 83  
1773440022.526474,1773440023.496554,28.04,48.09,2.611,2.617,Seq: 84  
1773440023.526474,1773440024.486898,28.03,48.02,2.611,2.618,Seq: 85  
1773440024.526474,1773440025.476869,28.01,47.95,2.611,2.617,Seq: 86  
1773440025.526474,1773440026.466703,28.0,47.82,2.611,2.617,Seq: 87  
1773440026.526474,1773440027.4567099,27.97,47.71,2.611,2.617,Seq: 88  
1773440027.526474,1773440028.447382,27.96,47.62,2.611,2.617,Seq: 89  
1773440028.526474,1773440029.436629,27.96,47.49,2.611,2.617,Seq: 90  
1773440029.526474,1773440030.426486,27.95,47.39,2.612,2.617,Seq: 91  
1773440030.526474,1773440031.4165359,27.95,47.31,2.612,2.617,Seq: 92  
1773440031.526474,1773440032.406465,27.93,47.22,2.613,2.618,Seq: 93  
1773440032.526474,1773440033.396523,27.94,47.15,2.613,2.618,Seq: 94  
1773440033.526474,1773440034.3862529,27.92,47.07,2.613,2.618,Seq: 95  
1773440034.526474,1773440035.3758101,27.93,46.97,2.614,2.619,Seq: 96  
1773440035.526474,1773440036.366123,27.91,46.9,2.614,2.619,Seq: 97  
1773440036.526474,1773440037.356144,27.91,46.85,2.614,2.619,Seq: 98  
1773440037.526474,1773440038.346113,27.92,46.77,2.615,2.62,Seq: 99  
1773440038.526474,1773440039.336081,27.89,46.68,2.615,2.62,Seq: 100  
1773440039.526474,1773440040.32606,27.9,46.61,2.616,2.62,Seq: 101  
1773440040.526474,1773440041.3159971,27.88,46.52,2.616,2.621,Seq: 102  
1773440041.526474,1773440042.800887,27.89,46.42,2.616,2.621,Seq: 103  
1773440042.526474,1773440043.790763,27.87,46.36,2.616,2.621,Seq: 104  
1773440043.526474,1773440044.7808862,27.86,46.27,2.617,2.621,Seq: 105  
1773440044.526474,1773440045.770854,27.86,46.27,2.617,2.622,Seq: 106  
1773440045.526474,1773440046.7605882,27.86,46.23,2.618,2.622,Seq: 107  
1773440046.526474,1773440047.7506142,27.86,46.21,2.618,2.622,Seq: 108  
1773440047.526474,1773440048.740621,27.84,46.19,2.618,2.622,Seq: 109  
