Timestamp,TimestampReceived,Ion1,Ion2,Metabolite1,Metabolite2,Notes
1774021759.6578178,1774021759.65872,25.28,65.66,2.623,2.64,Seq: 0  
1774021760.6578178,1774021760.669853,25.36,65.58,2.632,2.648,Seq: 1  
1774021765.78938,1774021766.78938,25.9,65.13,2.67,2.686,Connection dropped.Seq: 1   N-0X reconnected  sequence 1  lastReceived 1.
1774021766.78938,1774021767.7345362,25.89,65.03,2.675,2.691,Seq: 2  
1774021767.78938,1774021768.746869,25.85,64.92,2.68,2.696,Seq: 3  
1774021768.78938,1774021769.7595348,25.8,64.82,2.685,2.701,Seq: 4  
1774021769.78938,1774021770.8997412,25.79,64.74,2.69,2.706,Seq: 5  
1774021770.78938,1774021771.8898249,25.75,64.68,2.694,2.71,Seq: 6  
1774021771.78938,1774021772.879586,25.77,64.67,2.698,2.714,Seq: 7  
1774021772.78938,1774021773.8690128,25.75,64.6,2.703,2.718,Seq: 8  
1774021773.78938,1774021774.859422,25.71,64.53,2.707,2.723,Seq: 9  
1774021774.78938,1774021775.8491411,25.7,64.48,2.712,2.727,Seq: 10  
1774021775.78938,1774021776.838972,25.68,64.43,2.716,2.731,Seq: 11  
1774021776.78938,1774021777.829495,25.69,64.37,2.719,2.734,Seq: 12  
1774021777.78938,1774021779.314025,25.67,64.27,2.723,2.738,Seq: 13  
1774021778.78938,1774021780.304309,25.68,64.22,2.727,2.742,Seq: 14  
1774021779.78938,1774021781.2947779,25.67,64.13,2.731,2.746,Seq: 15  
1774021780.78938,1774021782.284491,25.66,64.07,2.735,2.749,Seq: 16  
1774021781.78938,1774021783.2752662,25.66,63.97,2.738,2.752,Seq: 17  
1774021782.78938,1774021784.264245,25.65,63.89,2.741,2.755,Seq: 18  
1774021783.78938,1774021785.254426,25.65,63.82,2.744,2.759,Seq: 19  
1774021784.78938,1774021786.244395,25.62,63.75,2.747,2.761,Seq: 20  
1774021785.78938,1774021787.234477,25.6,63.65,2.75,2.764,Seq: 21  
1774021786.78938,1774021788.374795,25.6,63.57,2.753,2.767,Seq: 22  
1774021787.78938,1774021789.2145848,25.61,63.48,2.756,2.769,Seq: 23  
1774021788.78938,1774021790.204529,25.61,63.39,2.758,2.772,Seq: 24  
1774021789.78938,1774021791.194459,25.6,63.31,2.761,2.775,Seq: 25  
1774021790.78938,1774021792.184313,25.59,63.21,2.763,2.777,Seq: 26  
1774021791.78938,1774021793.1743011,25.59,63.11,2.766,2.779,Seq: 27  
1774021792.78938,1774021794.164367,25.59,63.05,2.768,2.782,Seq: 28  
1774021793.78938,1774021795.153304,25.58,62.99,2.771,2.785,Seq: 29  
1774021794.78938,1774021796.144115,25.56,62.89,2.774,2.786,Seq: 30  
1774021795.78938,1774021797.134366,25.55,62.87,2.776,2.789,Seq: 31  
1774021796.78938,1774021798.124363,25.55,62.78,2.778,2.791,Seq: 32  
